Location,Labels
/ECG Dataset/ECG/Train/AF/1114.png,1
/ECG Dataset/ECG/Test/AF/1115.png,1
/ECG Dataset/ECG/Train/SR/1116.png,0
/ECG Dataset/ECG/Train/AF/1117.png,1
/ECG Dataset/ECG/Train/AF/1118.png,1
/ECG Dataset/ECG/Train/AF/1119.png,1
/ECG Dataset/ECG/Test/AF/1120.png,1
/ECG Dataset/ECG/Train/SR/1121.png,0
/ECG Dataset/ECG/Train/SR/1122.png,0
/ECG Dataset/ECG/Train/SR/1123.png,0
/ECG Dataset/ECG/Train/SR/1124.png,0
/ECG Dataset/ECG/Test/AF/1125.png,1
/ECG Dataset/ECG/Train/SR/1126.png,0
/ECG Dataset/ECG/Train/SR/1127.png,0
/ECG Dataset/ECG/Train/SR/1128.png,0
/ECG Dataset/ECG/Train/AF/1129.png,1
/ECG Dataset/ECG/Test/AF/1130.png,1
/ECG Dataset/ECG/Train/SR/1131.png,0
/ECG Dataset/ECG/Train/AF/1132.png,1
/ECG Dataset/ECG/Train/SR/1133.png,0
/ECG Dataset/ECG/Train/SR/1134.png,0
/ECG Dataset/ECG/Test/SR/1135.png,0
/ECG Dataset/ECG/Train/SR/1136.png,0
/ECG Dataset/ECG/Train/AF/1137.png,1
/ECG Dataset/ECG/Train/SR/1138.png,0
/ECG Dataset/ECG/Train/SR/1139.png,0
/ECG Dataset/ECG/Test/SR/1140.png,0
/ECG Dataset/ECG/Train/SR/1141.png,0
/ECG Dataset/ECG/Train/SR/1142.png,0
/ECG Dataset/ECG/Train/AF/1143.png,1
/ECG Dataset/ECG/Train/SR/1144.png,0
/ECG Dataset/ECG/Test/AF/1145.png,1
/ECG Dataset/ECG/Train/AF/1146.png,1
/ECG Dataset/ECG/Train/SR/1147.png,0
/ECG Dataset/ECG/Train/SR/1148.png,0
/ECG Dataset/ECG/Train/AF/1149.png,1
/ECG Dataset/ECG/Test/SR/1150.png,0
/ECG Dataset/ECG/Train/AF/1151.png,1
/ECG Dataset/ECG/Train/AF/1152.png,1
/ECG Dataset/ECG/Train/SR/1153.png,0
/ECG Dataset/ECG/Train/SR/1154.png,0
/ECG Dataset/ECG/Test/SR/1155.png,0
/ECG Dataset/ECG/Train/SR/1156.png,0
/ECG Dataset/ECG/Train/AF/1157.png,1
/ECG Dataset/ECG/Train/AF/1158.png,1
/ECG Dataset/ECG/Train/SR/1159.png,0
/ECG Dataset/ECG/Test/SR/1160.png,0
/ECG Dataset/ECG/Train/SR/1161.png,0
/ECG Dataset/ECG/Train/SR/1162.png,0
/ECG Dataset/ECG/Train/SR/1163.png,0
/ECG Dataset/ECG/Train/AF/1164.png,1
/ECG Dataset/ECG/Test/SR/1165.png,0
/ECG Dataset/ECG/Train/SR/1166.png,0
/ECG Dataset/ECG/Train/AF/1167.png,1
/ECG Dataset/ECG/Train/SR/1168.png,0
/ECG Dataset/ECG/Train/AF/1169.png,1
/ECG Dataset/ECG/Test/AF/1170.png,1
/ECG Dataset/ECG/Train/AF/1171.png,1
/ECG Dataset/ECG/Train/SR/1172.png,0
/ECG Dataset/ECG/Train/AF/1173.png,1
/ECG Dataset/ECG/Train/SR/1174.png,0
/ECG Dataset/ECG/Test/AF/1175.png,1
/ECG Dataset/ECG/Train/SR/1176.png,0
/ECG Dataset/ECG/Train/AF/1177.png,1
/ECG Dataset/ECG/Train/SR/1178.png,0
/ECG Dataset/ECG/Train/AF/1179.png,1
/ECG Dataset/ECG/Test/AF/1180.png,1
/ECG Dataset/ECG/Train/SR/1181.png,0
/ECG Dataset/ECG/Train/AF/1182.png,1
/ECG Dataset/ECG/Train/SR/1183.png,0
/ECG Dataset/ECG/Train/AF/1184.png,1
/ECG Dataset/ECG/Test/AF/1185.png,1
/ECG Dataset/ECG/Train/AF/1186.png,1
/ECG Dataset/ECG/Train/SR/1187.png,0
/ECG Dataset/ECG/Train/AF/1188.png,1
/ECG Dataset/ECG/Train/AF/1189.png,1
/ECG Dataset/ECG/Test/SR/1190.png,0
/ECG Dataset/ECG/Train/AF/1191.png,1
/ECG Dataset/ECG/Train/AF/1192.png,1
/ECG Dataset/ECG/Train/SR/1193.png,0
/ECG Dataset/ECG/Train/SR/1194.png,0
/ECG Dataset/ECG/Test/AF/1195.png,1
/ECG Dataset/ECG/Train/SR/1196.png,0
/ECG Dataset/ECG/Train/AF/1197.png,1
/ECG Dataset/ECG/Train/AF/1198.png,1
/ECG Dataset/ECG/Train/AF/1199.png,1
/ECG Dataset/ECG/Test/SR/1200.png,0
/ECG Dataset/ECG/Train/SR/1201.png,0
/ECG Dataset/ECG/Train/SR/1202.png,0
/ECG Dataset/ECG/Train/AF/1203.png,1
/ECG Dataset/ECG/Train/AF/1204.png,1
/ECG Dataset/ECG/Test/SR/1205.png,0
/ECG Dataset/ECG/Train/AF/1206.png,1
/ECG Dataset/ECG/Train/SR/1207.png,0
/ECG Dataset/ECG/Train/AF/1208.png,1
/ECG Dataset/ECG/Train/AF/1209.png,1
/ECG Dataset/ECG/Test/SR/1210.png,0
/ECG Dataset/ECG/Train/SR/1211.png,0
/ECG Dataset/ECG/Train/SR/1212.png,0
/ECG Dataset/ECG/Train/SR/1213.png,0
/ECG Dataset/ECG/Train/SR/1214.png,0
/ECG Dataset/ECG/Test/SR/1215.png,0
/ECG Dataset/ECG/Train/AF/1216.png,1
/ECG Dataset/ECG/Train/SR/1217.png,0
/ECG Dataset/ECG/Train/SR/1218.png,0
/ECG Dataset/ECG/Train/SR/1219.png,0
/ECG Dataset/ECG/Test/SR/1220.png,0
/ECG Dataset/ECG/Train/SR/1221.png,0
/ECG Dataset/ECG/Train/AF/1222.png,1
/ECG Dataset/ECG/Train/SR/1223.png,0
/ECG Dataset/ECG/Train/AF/1224.png,1
/ECG Dataset/ECG/Test/AF/1225.png,1
/ECG Dataset/ECG/Train/AF/1226.png,1
/ECG Dataset/ECG/Train/AF/1227.png,1
/ECG Dataset/ECG/Train/AF/1228.png,1
/ECG Dataset/ECG/Train/SR/1229.png,0
/ECG Dataset/ECG/Test/SR/1230.png,0
/ECG Dataset/ECG/Train/SR/1231.png,0
/ECG Dataset/ECG/Train/AF/1232.png,1
/ECG Dataset/ECG/Train/SR/1233.png,0
/ECG Dataset/ECG/Train/AF/1234.png,1
/ECG Dataset/ECG/Test/SR/1235.png,0
/ECG Dataset/ECG/Train/SR/1236.png,0
/ECG Dataset/ECG/Train/AF/1237.png,1
/ECG Dataset/ECG/Train/SR/1238.png,0
/ECG Dataset/ECG/Train/AF/1239.png,1
/ECG Dataset/ECG/Test/AF/1240.png,1
/ECG Dataset/ECG/Train/SR/1241.png,0
/ECG Dataset/ECG/Train/SR/1242.png,0
/ECG Dataset/ECG/Train/SR/1243.png,0
/ECG Dataset/ECG/Train/SR/1244.png,0
/ECG Dataset/ECG/Test/SR/1245.png,0
/ECG Dataset/ECG/Train/SR/1246.png,0
/ECG Dataset/ECG/Train/SR/1247.png,0
/ECG Dataset/ECG/Train/SR/1248.png,0
/ECG Dataset/ECG/Train/AF/1249.png,1
/ECG Dataset/ECG/Test/SR/1250.png,0
/ECG Dataset/ECG/Train/AF/1251.png,1
/ECG Dataset/ECG/Train/AF/1252.png,1
/ECG Dataset/ECG/Train/SR/1253.png,0
/ECG Dataset/ECG/Train/AF/1254.png,1
/ECG Dataset/ECG/Test/SR/1255.png,0
/ECG Dataset/ECG/Train/SR/1256.png,0
/ECG Dataset/ECG/Train/SR/1257.png,0
/ECG Dataset/ECG/Train/SR/1258.png,0
/ECG Dataset/ECG/Train/AF/1259.png,1
/ECG Dataset/ECG/Test/SR/1260.png,0
/ECG Dataset/ECG/Train/AF/1261.png,1
/ECG Dataset/ECG/Train/AF/1262.png,1
/ECG Dataset/ECG/Train/SR/1263.png,0
/ECG Dataset/ECG/Train/SR/1264.png,0
/ECG Dataset/ECG/Test/SR/1265.png,0
/ECG Dataset/ECG/Train/SR/1266.png,0
/ECG Dataset/ECG/Train/SR/1267.png,0
/ECG Dataset/ECG/Train/AF/1268.png,1
/ECG Dataset/ECG/Train/SR/1269.png,0
/ECG Dataset/ECG/Test/SR/1270.png,0
/ECG Dataset/ECG/Train/SR/1271.png,0
/ECG Dataset/ECG/Train/AF/1272.png,1
/ECG Dataset/ECG/Train/SR/1273.png,0
/ECG Dataset/ECG/Train/AF/1274.png,1
/ECG Dataset/ECG/Test/SR/1275.png,0
/ECG Dataset/ECG/Train/AF/1276.png,1
/ECG Dataset/ECG/Train/SR/1277.png,0
/ECG Dataset/ECG/Train/AF/1278.png,1
/ECG Dataset/ECG/Train/AF/1279.png,1
/ECG Dataset/ECG/Test/SR/1280.png,0
/ECG Dataset/ECG/Train/AF/1281.png,1
/ECG Dataset/ECG/Train/SR/1282.png,0
/ECG Dataset/ECG/Train/SR/1283.png,0
/ECG Dataset/ECG/Train/AF/1284.png,1
/ECG Dataset/ECG/Test/SR/1285.png,0
/ECG Dataset/ECG/Train/SR/1286.png,0
/ECG Dataset/ECG/Train/AF/1287.png,1
/ECG Dataset/ECG/Train/AF/1288.png,1
/ECG Dataset/ECG/Train/SR/1289.png,0
/ECG Dataset/ECG/Test/AF/1290.png,1
/ECG Dataset/ECG/Train/AF/1291.png,1
/ECG Dataset/ECG/Train/SR/1292.png,0
/ECG Dataset/ECG/Train/AF/1293.png,1
/ECG Dataset/ECG/Train/AF/1294.png,1
/ECG Dataset/ECG/Test/SR/1295.png,0
/ECG Dataset/ECG/Train/AF/1296.png,1
/ECG Dataset/ECG/Train/AF/1297.png,1
/ECG Dataset/ECG/Train/SR/1298.png,0
/ECG Dataset/ECG/Train/AF/1299.png,1
/ECG Dataset/ECG/Test/AF/1300.png,1
/ECG Dataset/ECG/Train/SR/1301.png,0
/ECG Dataset/ECG/Train/SR/1302.png,0
/ECG Dataset/ECG/Train/AF/1303.png,1
/ECG Dataset/ECG/Train/AF/1304.png,1
/ECG Dataset/ECG/Test/SR/1305.png,0
/ECG Dataset/ECG/Train/SR/1306.png,0
/ECG Dataset/ECG/Train/SR/1307.png,0
/ECG Dataset/ECG/Train/SR/1308.png,0
/ECG Dataset/ECG/Train/AF/1309.png,1
/ECG Dataset/ECG/Test/AF/1310.png,1
/ECG Dataset/ECG/Train/AF/1311.png,1
/ECG Dataset/ECG/Train/SR/1312.png,0
/ECG Dataset/ECG/Train/SR/1313.png,0
/ECG Dataset/ECG/Train/AF/1314.png,1
/ECG Dataset/ECG/Test/AF/1315.png,1
/ECG Dataset/ECG/Train/SR/1316.png,0
/ECG Dataset/ECG/Train/SR/1317.png,0
/ECG Dataset/ECG/Train/SR/1318.png,0
/ECG Dataset/ECG/Train/SR/1319.png,0
/ECG Dataset/ECG/Test/SR/1320.png,0
/ECG Dataset/ECG/Train/AF/1321.png,1
/ECG Dataset/ECG/Train/AF/1322.png,1
/ECG Dataset/ECG/Train/AF/1323.png,1
/ECG Dataset/ECG/Train/AF/1324.png,1
/ECG Dataset/ECG/Test/AF/1325.png,1
/ECG Dataset/ECG/Train/AF/1326.png,1
/ECG Dataset/ECG/Train/SR/1327.png,0
/ECG Dataset/ECG/Train/SR/1328.png,0
/ECG Dataset/ECG/Train/AF/1329.png,1
/ECG Dataset/ECG/Test/SR/1330.png,0
/ECG Dataset/ECG/Train/SR/1331.png,0
/ECG Dataset/ECG/Train/AF/1332.png,1
/ECG Dataset/ECG/Train/SR/1333.png,0
/ECG Dataset/ECG/Train/AF/1334.png,1
/ECG Dataset/ECG/Test/AF/1335.png,1
/ECG Dataset/ECG/Train/AF/1336.png,1
/ECG Dataset/ECG/Train/SR/1337.png,0
/ECG Dataset/ECG/Train/SR/1338.png,0
/ECG Dataset/ECG/Train/AF/1339.png,1
/ECG Dataset/ECG/Test/SR/1340.png,0
/ECG Dataset/ECG/Train/SR/1341.png,0
/ECG Dataset/ECG/Train/AF/1342.png,1
/ECG Dataset/ECG/Train/AF/1343.png,1
/ECG Dataset/ECG/Train/SR/1344.png,0
/ECG Dataset/ECG/Test/AF/1345.png,1
/ECG Dataset/ECG/Train/SR/1346.png,0
/ECG Dataset/ECG/Train/AF/1347.png,1
/ECG Dataset/ECG/Train/SR/1348.png,0
/ECG Dataset/ECG/Train/SR/1349.png,0
/ECG Dataset/ECG/Test/SR/1350.png,0
/ECG Dataset/ECG/Train/SR/1351.png,0
/ECG Dataset/ECG/Train/AF/1352.png,1
/ECG Dataset/ECG/Train/AF/1353.png,1
/ECG Dataset/ECG/Train/SR/1354.png,0
/ECG Dataset/ECG/Test/AF/1355.png,1
/ECG Dataset/ECG/Train/AF/1356.png,1
/ECG Dataset/ECG/Train/SR/1357.png,0
/ECG Dataset/ECG/Train/SR/1358.png,0
/ECG Dataset/ECG/Train/AF/1359.png,1
/ECG Dataset/ECG/Test/AF/1360.png,1
/ECG Dataset/ECG/Train/AF/1361.png,1
/ECG Dataset/ECG/Train/SR/1362.png,0
/ECG Dataset/ECG/Train/SR/1363.png,0
/ECG Dataset/ECG/Train/AF/1364.png,1
/ECG Dataset/ECG/Test/AF/1365.png,1
/ECG Dataset/ECG/Train/SR/1366.png,0
/ECG Dataset/ECG/Train/SR/1367.png,0
/ECG Dataset/ECG/Train/SR/1368.png,0
/ECG Dataset/ECG/Train/AF/1369.png,1
/ECG Dataset/ECG/Test/AF/1370.png,1
/ECG Dataset/ECG/Train/SR/1371.png,0
/ECG Dataset/ECG/Train/AF/1372.png,1
/ECG Dataset/ECG/Train/SR/1373.png,0
/ECG Dataset/ECG/Train/AF/1374.png,1
/ECG Dataset/ECG/Test/AF/1375.png,1
/ECG Dataset/ECG/Train/SR/1376.png,0
/ECG Dataset/ECG/Train/AF/1377.png,1
/ECG Dataset/ECG/Train/SR/1378.png,0
/ECG Dataset/ECG/Train/SR/1379.png,0
/ECG Dataset/ECG/Test/SR/1380.png,0
/ECG Dataset/ECG/Train/SR/1381.png,0
/ECG Dataset/ECG/Train/AF/1382.png,1
/ECG Dataset/ECG/Train/SR/1383.png,0
/ECG Dataset/ECG/Train/AF/1384.png,1
/ECG Dataset/ECG/Test/AF/1385.png,1
/ECG Dataset/ECG/Train/SR/1386.png,0
/ECG Dataset/ECG/Train/SR/1387.png,0
/ECG Dataset/ECG/Train/SR/1388.png,0
/ECG Dataset/ECG/Train/SR/1389.png,0
/ECG Dataset/ECG/Test/SR/1390.png,0
/ECG Dataset/ECG/Train/AF/1391.png,1
/ECG Dataset/ECG/Train/SR/1392.png,0
/ECG Dataset/ECG/Train/SR/1393.png,0
/ECG Dataset/ECG/Train/AF/1394.png,1
/ECG Dataset/ECG/Test/AF/1395.png,1
/ECG Dataset/ECG/Train/AF/1396.png,1
/ECG Dataset/ECG/Train/SR/1397.png,0
/ECG Dataset/ECG/Train/SR/1398.png,0
/ECG Dataset/ECG/Train/SR/1399.png,0
/ECG Dataset/ECG/Test/SR/1400.png,0
/ECG Dataset/ECG/Train/SR/1401.png,0
/ECG Dataset/ECG/Train/SR/1402.png,0
/ECG Dataset/ECG/Train/AF/1403.png,1
/ECG Dataset/ECG/Train/AF/1404.png,1
/ECG Dataset/ECG/Test/AF/1405.png,1
/ECG Dataset/ECG/Train/AF/1406.png,1
/ECG Dataset/ECG/Train/SR/1407.png,0
/ECG Dataset/ECG/Train/SR/1408.png,0
/ECG Dataset/ECG/Train/SR/1409.png,0
/ECG Dataset/ECG/Test/SR/1410.png,0
/ECG Dataset/ECG/Train/SR/1411.png,0
/ECG Dataset/ECG/Train/AF/1412.png,1
/ECG Dataset/ECG/Train/SR/1413.png,0
/ECG Dataset/ECG/Train/AF/1414.png,1
/ECG Dataset/ECG/Test/AF/1415.png,1
/ECG Dataset/ECG/Train/SR/1416.png,0
/ECG Dataset/ECG/Train/AF/1417.png,1
/ECG Dataset/ECG/Train/AF/1418.png,1
/ECG Dataset/ECG/Train/SR/1419.png,0
/ECG Dataset/ECG/Test/SR/1420.png,0
/ECG Dataset/ECG/Train/SR/1421.png,0
/ECG Dataset/ECG/Train/SR/1422.png,0
/ECG Dataset/ECG/Train/AF/1423.png,1
/ECG Dataset/ECG/Train/AF/1424.png,1
/ECG Dataset/ECG/Test/AF/1425.png,1
/ECG Dataset/ECG/Train/SR/1426.png,0
/ECG Dataset/ECG/Train/AF/1427.png,1
/ECG Dataset/ECG/Train/AF/1428.png,1
/ECG Dataset/ECG/Train/AF/1429.png,1
/ECG Dataset/ECG/Test/SR/1430.png,0
/ECG Dataset/ECG/Train/SR/1431.png,0
/ECG Dataset/ECG/Train/SR/1432.png,0
/ECG Dataset/ECG/Train/SR/1433.png,0
/ECG Dataset/ECG/Train/SR/1434.png,0
/ECG Dataset/ECG/Test/SR/1435.png,0
/ECG Dataset/ECG/Train/SR/1436.png,0
/ECG Dataset/ECG/Train/SR/1437.png,0
/ECG Dataset/ECG/Train/SR/1438.png,0
/ECG Dataset/ECG/Train/SR/1439.png,0
/ECG Dataset/ECG/Test/SR/1440.png,0
/ECG Dataset/ECG/Train/AF/1441.png,1
/ECG Dataset/ECG/Train/SR/1442.png,0
/ECG Dataset/ECG/Train/AF/1443.png,1
/ECG Dataset/ECG/Train/SR/1444.png,0
/ECG Dataset/ECG/Test/AF/1445.png,1
/ECG Dataset/ECG/Train/AF/1446.png,1
/ECG Dataset/ECG/Train/SR/1447.png,0
/ECG Dataset/ECG/Train/SR/1448.png,0
/ECG Dataset/ECG/Train/SR/1449.png,0
/ECG Dataset/ECG/Test/SR/1450.png,0
/ECG Dataset/ECG/Train/AF/1451.png,1
/ECG Dataset/ECG/Train/AF/1452.png,1
/ECG Dataset/ECG/Train/SR/1453.png,0
/ECG Dataset/ECG/Train/AF/1454.png,1
/ECG Dataset/ECG/Test/SR/1455.png,0
/ECG Dataset/ECG/Train/AF/1456.png,1
/ECG Dataset/ECG/Train/AF/1457.png,1
/ECG Dataset/ECG/Train/SR/1458.png,0
/ECG Dataset/ECG/Train/SR/1459.png,0
/ECG Dataset/ECG/Test/SR/1460.png,0
/ECG Dataset/ECG/Train/SR/1461.png,0
/ECG Dataset/ECG/Train/SR/1462.png,0
/ECG Dataset/ECG/Train/AF/1463.png,1
/ECG Dataset/ECG/Train/SR/1464.png,0
/ECG Dataset/ECG/Test/AF/1465.png,1
/ECG Dataset/ECG/Train/SR/1466.png,0
/ECG Dataset/ECG/Train/AF/1467.png,1
/ECG Dataset/ECG/Train/AF/1468.png,1
/ECG Dataset/ECG/Train/AF/1469.png,1
/ECG Dataset/ECG/Test/SR/1470.png,0
/ECG Dataset/ECG/Train/AF/1471.png,1
/ECG Dataset/ECG/Train/SR/1472.png,0
/ECG Dataset/ECG/Train/SR/1473.png,0
/ECG Dataset/ECG/Train/SR/1474.png,0
/ECG Dataset/ECG/Test/SR/1475.png,0
/ECG Dataset/ECG/Train/AF/1476.png,1
/ECG Dataset/ECG/Train/SR/1477.png,0
/ECG Dataset/ECG/Train/SR/1478.png,0
/ECG Dataset/ECG/Train/SR/1479.png,0
/ECG Dataset/ECG/Test/AF/1480.png,1
/ECG Dataset/ECG/Train/SR/1481.png,0
/ECG Dataset/ECG/Train/SR/1482.png,0
/ECG Dataset/ECG/Train/SR/1483.png,0
/ECG Dataset/ECG/Train/SR/1484.png,0
/ECG Dataset/ECG/Test/SR/1485.png,0
/ECG Dataset/ECG/Train/AF/1486.png,1
/ECG Dataset/ECG/Train/AF/1487.png,1
/ECG Dataset/ECG/Train/SR/1488.png,0
/ECG Dataset/ECG/Train/AF/1489.png,1
/ECG Dataset/ECG/Test/AF/1490.png,1
/ECG Dataset/ECG/Train/AF/1491.png,1
/ECG Dataset/ECG/Train/AF/1492.png,1
/ECG Dataset/ECG/Train/SR/1493.png,0
/ECG Dataset/ECG/Train/AF/1494.png,1
/ECG Dataset/ECG/Test/AF/1495.png,1
/ECG Dataset/ECG/Train/AF/1496.png,1
/ECG Dataset/ECG/Train/AF/1497.png,1
/ECG Dataset/ECG/Train/AF/1498.png,1
/ECG Dataset/ECG/Train/AF/1499.png,1
/ECG Dataset/ECG/Test/SR/1500.png,0
/ECG Dataset/ECG/Train/SR/1501.png,0
/ECG Dataset/ECG/Train/SR/1502.png,0
/ECG Dataset/ECG/Train/AF/1503.png,1
/ECG Dataset/ECG/Train/SR/1504.png,0
/ECG Dataset/ECG/Test/AF/1505.png,1
/ECG Dataset/ECG/Train/SR/1506.png,0
/ECG Dataset/ECG/Train/SR/1507.png,0
/ECG Dataset/ECG/Train/SR/1508.png,0
/ECG Dataset/ECG/Train/SR/1509.png,0
/ECG Dataset/ECG/Test/SR/1510.png,0
/ECG Dataset/ECG/Train/AF/1511.png,1
/ECG Dataset/ECG/Train/SR/1512.png,0
/ECG Dataset/ECG/Train/SR/1513.png,0
/ECG Dataset/ECG/Train/SR/1514.png,0
/ECG Dataset/ECG/Test/SR/1515.png,0
/ECG Dataset/ECG/Train/SR/1516.png,0
/ECG Dataset/ECG/Train/AF/1517.png,1
/ECG Dataset/ECG/Train/AF/1518.png,1
/ECG Dataset/ECG/Train/AF/1519.png,1
/ECG Dataset/ECG/Test/SR/1520.png,0
/ECG Dataset/ECG/Train/SR/1521.png,0
/ECG Dataset/ECG/Train/AF/1522.png,1
/ECG Dataset/ECG/Train/SR/1523.png,0
/ECG Dataset/ECG/Train/AF/1524.png,1
/ECG Dataset/ECG/Test/SR/1525.png,0
/ECG Dataset/ECG/Train/SR/1526.png,0
/ECG Dataset/ECG/Train/SR/1527.png,0
/ECG Dataset/ECG/Train/SR/1528.png,0
/ECG Dataset/ECG/Train/AF/1529.png,1
/ECG Dataset/ECG/Test/AF/1530.png,1
/ECG Dataset/ECG/Train/SR/1531.png,0
/ECG Dataset/ECG/Train/AF/1532.png,1
/ECG Dataset/ECG/Train/SR/1533.png,0
/ECG Dataset/ECG/Train/SR/1534.png,0
/ECG Dataset/ECG/Test/AF/1535.png,1
/ECG Dataset/ECG/Train/SR/1536.png,0
/ECG Dataset/ECG/Train/SR/1537.png,0
/ECG Dataset/ECG/Train/AF/1538.png,1
/ECG Dataset/ECG/Train/SR/1539.png,0
/ECG Dataset/ECG/Test/AF/1540.png,1
/ECG Dataset/ECG/Train/AF/1541.png,1
/ECG Dataset/ECG/Train/SR/1542.png,0
/ECG Dataset/ECG/Train/SR/1543.png,0
/ECG Dataset/ECG/Train/SR/1544.png,0
/ECG Dataset/ECG/Test/SR/1545.png,0
/ECG Dataset/ECG/Train/AF/1546.png,1
/ECG Dataset/ECG/Train/SR/1547.png,0
/ECG Dataset/ECG/Train/AF/1548.png,1
/ECG Dataset/ECG/Train/AF/1549.png,1
/ECG Dataset/ECG/Test/SR/1550.png,0
/ECG Dataset/ECG/Train/SR/1551.png,0
/ECG Dataset/ECG/Train/SR/1552.png,0
/ECG Dataset/ECG/Train/SR/1553.png,0
/ECG Dataset/ECG/Train/SR/1554.png,0
/ECG Dataset/ECG/Test/AF/1555.png,1
/ECG Dataset/ECG/Train/SR/1556.png,0
/ECG Dataset/ECG/Train/SR/1557.png,0
/ECG Dataset/ECG/Train/AF/1558.png,1
/ECG Dataset/ECG/Train/AF/1559.png,1
/ECG Dataset/ECG/Test/SR/1560.png,0
/ECG Dataset/ECG/Train/AF/1561.png,1
/ECG Dataset/ECG/Train/SR/1562.png,0
/ECG Dataset/ECG/Train/AF/1563.png,1
/ECG Dataset/ECG/Train/SR/1564.png,0
/ECG Dataset/ECG/Test/AF/1565.png,1
/ECG Dataset/ECG/Train/AF/1566.png,1
/ECG Dataset/ECG/Train/AF/1567.png,1
/ECG Dataset/ECG/Train/AF/1568.png,1
/ECG Dataset/ECG/Train/SR/1569.png,0
/ECG Dataset/ECG/Test/AF/1570.png,1
/ECG Dataset/ECG/Train/SR/1571.png,0
/ECG Dataset/ECG/Train/SR/1572.png,0
/ECG Dataset/ECG/Train/SR/1573.png,0
/ECG Dataset/ECG/Train/SR/1574.png,0
/ECG Dataset/ECG/Test/SR/1575.png,0
/ECG Dataset/ECG/Train/SR/1576.png,0
/ECG Dataset/ECG/Train/SR/1577.png,0
/ECG Dataset/ECG/Train/SR/1578.png,0
/ECG Dataset/ECG/Train/AF/1579.png,1
/ECG Dataset/ECG/Test/SR/1580.png,0
/ECG Dataset/ECG/Train/AF/1581.png,1
/ECG Dataset/ECG/Train/AF/1582.png,1
/ECG Dataset/ECG/Train/AF/1583.png,1
/ECG Dataset/ECG/Train/AF/1584.png,1
/ECG Dataset/ECG/Test/SR/1585.png,0
/ECG Dataset/ECG/Train/AF/1586.png,1
/ECG Dataset/ECG/Train/AF/1587.png,1
/ECG Dataset/ECG/Train/AF/1588.png,1
/ECG Dataset/ECG/Train/AF/1589.png,1
/ECG Dataset/ECG/Test/AF/1590.png,1
/ECG Dataset/ECG/Train/AF/1591.png,1
/ECG Dataset/ECG/Train/AF/1592.png,1
/ECG Dataset/ECG/Train/AF/1593.png,1
/ECG Dataset/ECG/Train/AF/1594.png,1
/ECG Dataset/ECG/Test/SR/1595.png,0
/ECG Dataset/ECG/Train/AF/1596.png,1
/ECG Dataset/ECG/Train/SR/1597.png,0
/ECG Dataset/ECG/Train/SR/1598.png,0
/ECG Dataset/ECG/Train/AF/1599.png,1
/ECG Dataset/ECG/Test/SR/1600.png,0
/ECG Dataset/ECG/Train/SR/1601.png,0
/ECG Dataset/ECG/Train/AF/1602.png,1
/ECG Dataset/ECG/Train/SR/1603.png,0
/ECG Dataset/ECG/Train/AF/1604.png,1
/ECG Dataset/ECG/Test/AF/1605.png,1
/ECG Dataset/ECG/Train/SR/1606.png,0
/ECG Dataset/ECG/Train/SR/1607.png,0
/ECG Dataset/ECG/Train/SR/1608.png,0
/ECG Dataset/ECG/Train/AF/1609.png,1
/ECG Dataset/ECG/Test/AF/1610.png,1
/ECG Dataset/ECG/Train/SR/1611.png,0
/ECG Dataset/ECG/Train/AF/1612.png,1
/ECG Dataset/ECG/Train/AF/1613.png,1
/ECG Dataset/ECG/Train/AF/1614.png,1
/ECG Dataset/ECG/Test/SR/1615.png,0
/ECG Dataset/ECG/Train/SR/1616.png,0
/ECG Dataset/ECG/Train/SR/1617.png,0
/ECG Dataset/ECG/Train/SR/1618.png,0
/ECG Dataset/ECG/Train/AF/1619.png,1
/ECG Dataset/ECG/Test/SR/1620.png,0
/ECG Dataset/ECG/Train/AF/1621.png,1
/ECG Dataset/ECG/Train/SR/1622.png,0
/ECG Dataset/ECG/Train/SR/1623.png,0
/ECG Dataset/ECG/Train/SR/1624.png,0
/ECG Dataset/ECG/Test/AF/1625.png,1
/ECG Dataset/ECG/Train/SR/1626.png,0
/ECG Dataset/ECG/Train/AF/1627.png,1
/ECG Dataset/ECG/Train/SR/1628.png,0
/ECG Dataset/ECG/Train/AF/1629.png,1
/ECG Dataset/ECG/Test/SR/1630.png,0
/ECG Dataset/ECG/Train/SR/1631.png,0
/ECG Dataset/ECG/Train/AF/1632.png,1
/ECG Dataset/ECG/Train/AF/1633.png,1
/ECG Dataset/ECG/Train/AF/1634.png,1
/ECG Dataset/ECG/Test/AF/1635.png,1
/ECG Dataset/ECG/Train/SR/1636.png,0
/ECG Dataset/ECG/Train/AF/1637.png,1
/ECG Dataset/ECG/Train/SR/1638.png,0
/ECG Dataset/ECG/Train/AF/1639.png,1
/ECG Dataset/ECG/Test/AF/1640.png,1
/ECG Dataset/ECG/Train/SR/1641.png,0
/ECG Dataset/ECG/Train/SR/1642.png,0
/ECG Dataset/ECG/Train/SR/1643.png,0
/ECG Dataset/ECG/Train/SR/1644.png,0
/ECG Dataset/ECG/Test/AF/1645.png,1
/ECG Dataset/ECG/Train/AF/1646.png,1
/ECG Dataset/ECG/Train/SR/1647.png,0
/ECG Dataset/ECG/Train/SR/1648.png,0
/ECG Dataset/ECG/Train/SR/1649.png,0
/ECG Dataset/ECG/Test/AF/1650.png,1
/ECG Dataset/ECG/Train/AF/1651.png,1
